point_id,manager,lat,lon,n_visits
ID583,2,56.343872188166806,43.88905294133682,2
ID584,2,56.34599713045732,43.903465935234294,2
ID585,2,56.34906142196027,43.90473000769588,1
ID586,2,56.3525984798156,43.8773298238404,2
ID587,2,56.35168275868449,43.87567300586763,2
ID588,2,56.35409370978565,43.87318979288841,1
ID589,2,56.356373331936986,43.871878011172726,2
ID590,2,56.346364545044466,43.92140961475801,2
ID591,2,56.34473380676616,43.91737640604992,2
ID592,2,56.37585657695692,44.05780924890727,2
ID593,2,56.373803763444926,44.066654484050936,2
ID594,2,56.374789111691086,44.072176432361765,2
ID595,2,56.36211492888504,44.06964161989638,2
ID596,2,56.359192623791664,44.083134150570146,2
ID597,2,56.35178091068018,44.087315135935825,2
ID598,2,56.33517663539996,44.130257654324666,2
ID599,2,56.361565000892334,44.08808009201864,2
ID600,2,56.36488774696921,44.11738034572197,2
ID601,2,56.37799681559297,44.0675791973208,2
ID602,2,56.31014260519791,43.82156963550777,2
ID603,2,56.31240155349213,43.82377542258193,2
ID604,2,56.313284714128145,43.8179446866737,2
ID605,2,56.3092163515959,43.80262632740633,2
ID606,2,56.11241184160043,43.534708915284064,2
ID607,2,56.10513459255443,43.51905887631911,2
ID608,2,56.10869008321072,43.5101334511826,2
ID609,2,56.0958984131992,43.49309861190673,2
ID610,2,56.11327458128344,43.47977040809009,2
ID611,2,56.124246177211795,43.526183727586826,1
ID612,2,56.29144064451487,43.93701083265692,2
ID613,2,56.29539627558136,43.926651960994114,2
ID614,2,56.299214008095866,43.92698389342967,2
ID615,2,56.29423998105596,43.9241522803715,2
ID616,2,56.29729518722427,43.922618210107,2
ID617,2,56.29855724009085,43.89627769741357,2
ID618,2,56.30478181632443,43.86718839805935,2
ID619,2,56.29561598279048,43.84713948441282,2
ID620,2,56.30869854858859,43.85942858881049,1
ID621,2,56.313088913109624,43.89118801274832,2
ID622,2,56.31344105248966,43.88673107563475,2
ID623,2,56.31236172221288,44.03019014008473,2
ID624,2,55.94449828523901,43.099078538911265,2
ID625,2,55.94083589224154,43.094655901462595,2
ID626,2,55.937431473329156,43.07349006205485,2
ID627,2,55.94650129792982,43.046263180285095,2
ID628,2,55.95255610784616,43.0564770530442,2
ID629,2,55.9428802385322,43.06997608026611,2
ID630,2,55.98497811919985,43.10727462255676,2
ID631,2,55.99382401744504,43.1100575371407,2
ID632,2,56.00523018782999,43.11407368717421,2
ID633,2,55.96982662704967,43.09670754227041,2
